id,poi_id,code,name_cn,name_en,category,city,district,duration_hours,price_min,price_max,currency,tags,suitable_for,description,description_cn,description_en,recommended_reason,highlights,target_users,image_placeholder,image_notes,image_source,image_alt,image_url,image_path,images,address,opening_hours,reservation_info,notes,internal_remark,status
recvrX18GsXxcv,recvrX18GsXxcv,recvrX18GsXxcv,琼海中原镇藤萝雨树街道,,体验项目,琼海,中原镇,,,,CNY,300多棵藤萝雨树郁郁葱葱;树冠如盖;街道两旁的骑楼色彩斑斓;有桃红;橘黄;天蓝;翠绿～整齐的连排屋顶;精致的雕花立柱;百叶窗下的小花盆栽等;满满南洋风情,,300多棵藤萝雨树郁郁葱葱，树冠如盖，街道两旁的骑楼色彩斑斓，有桃红、橘黄、天蓝、翠绿～整齐的连排屋顶、精致的雕花立柱、百叶窗下的小花盆栽等，满满南洋风情,300多棵藤萝雨树郁郁葱葱，树冠如盖，街道两旁的骑楼色彩斑斓，有桃红、橘黄、天蓝、翠绿～整齐的连排屋顶、精致的雕花立柱、百叶窗下的小花盆栽等，满满南洋风情,,,300多棵藤萝雨树郁郁葱葱，树冠如盖，街道两旁的骑楼色彩斑斓，有桃红、橘黄、天蓝、翠绿～整齐的连排屋顶、精致的雕花立柱、百叶窗下的小花盆栽等，满满南洋风情,,,,,,,,[],琼海,,,,,active
recvrX1r0Yh2yk,recvrX1r0Yh2yk,recvrX1r0Yh2yk,,,,,,,,,CNY,,,,,,,,,,,,,,,[],,,,,,active
recvrX4zcYi0nr,recvrX4zcYi0nr,recvrX4zcYi0nr,The Orchid Hotel,,住宿,北京,东城区,,1100.0,1800.0,间/晚,小体量胡同精品酒店;外国客人接受度高;适合作为鼓楼片区线路基地,房量有限;旺季需提前锁房,小体量胡同精品酒店，外国客人接受度高，适合作为鼓楼片区线路基地,小体量胡同精品酒店，外国客人接受度高，适合作为鼓楼片区线路基地,,房量有限，旺季需提前锁房,小体量胡同精品酒店，外国客人接受度高，适合作为鼓楼片区线路基地,房量有限;旺季需提前锁房,,,,,,,[],宝钞胡同65号,,,房量有限;旺季需提前锁房,房量有限，旺季需提前锁房,active
recvrX4zd0ownB,recvrX4zd0ownB,recvrX4zd0ownB,北京前门四合院漫心府,,住宿,北京,东城区,,700.0,1300.0,间/晚,四合院建筑与现代酒店设施结合;适合把住宿本身做成胡同生活的一部分,车辆停靠与行李搬运需提前确认;房价需实时核验,四合院建筑与现代酒店设施结合，适合把住宿本身做成胡同生活的一部分,四合院建筑与现代酒店设施结合，适合把住宿本身做成胡同生活的一部分,,车辆停靠与行李搬运需提前确认；房价需实时核验,四合院建筑与现代酒店设施结合，适合把住宿本身做成胡同生活的一部分,车辆停靠与行李搬运需提前确认;房价需实时核验,,,,,,,[],前门/草厂胡同片区（具体门牌出行前核验）,,,车辆停靠与行李搬运需提前确认;房价需实时核验,车辆停靠与行李搬运需提前确认；房价需实时核验,active
recvrX4zd1Qy5Z,recvrX4zd1Qy5Z,recvrX4zd1Qy5Z,荣府老宅四合院,,住宿,北京,东城区,,700.0,1200.0,间/晚,传统院落与老北京胡同氛围;适合追求“住进北京”的客人,行动不便客人需核验台阶;房间位置和车辆接驳,传统院落与老北京胡同氛围，适合追求“住进北京”的客人,传统院落与老北京胡同氛围，适合追求“住进北京”的客人,,行动不便客人需核验台阶、房间位置和车辆接驳,传统院落与老北京胡同氛围，适合追求“住进北京”的客人,行动不便客人需核验台阶;房间位置和车辆接驳,,,,,,,[],南锣鼓巷/什刹海片区（具体门牌出行前核验）,,,行动不便客人需核验台阶;房间位置和车辆接驳,行动不便客人需核验台阶、房间位置和车辆接驳,active
recvrX4zd4pvUq,recvrX4zd4pvUq,recvrX4zd4pvUq,史家胡同博物馆＋史家胡同,,体验,北京,东城区,,0.0,60.0,人均,从老北京家庭生活切入胡同历史;适合文化型外客,开放时间与团体接待需出发前核验,从老北京家庭生活切入胡同历史，适合文化型外客,从老北京家庭生活切入胡同历史，适合文化型外客,,开放时间与团体接待需出发前核验,从老北京家庭生活切入胡同历史，适合文化型外客,开放时间与团体接待需出发前核验,,,,,,,[],史家胡同片区,,,开放时间与团体接待需出发前核验,开放时间与团体接待需出发前核验,active
recvrX4zO0kBRG,recvrX4zO0kBRG,recvrX4zO0kBRG,北京古城老院精品酒店 Cours Et Pavillons,,住宿,北京,东城区,,,,间/晚,小体量高端四合院精品酒店;私密;安静;适合不喜欢大型国际酒店的客人,库存少;建议作为高端小团;情侣备选,小体量高端四合院精品酒店，私密、安静，适合不喜欢大型国际酒店的客人,小体量高端四合院精品酒店，私密、安静，适合不喜欢大型国际酒店的客人,,库存少，建议作为高端小团/情侣备选,小体量高端四合院精品酒店，私密、安静，适合不喜欢大型国际酒店的客人,库存少;建议作为高端小团;情侣备选,,,,,,,[],魏家胡同26号,,,库存少;建议作为高端小团;情侣备选,库存少，建议作为高端小团/情侣备选,active
recvrX4zO1cvOM,recvrX4zO1cvOM,recvrX4zO1cvOM,北京华尔道夫酒店·胡同四合院,,住宿,北京,东城区,,,,间/晚,酒店内设胡同庭院套房;别墅;传统建筑感与五星服务兼具,需明确预订的是胡同庭院房型而非普通客房,酒店内设胡同庭院套房/别墅，传统建筑感与五星服务兼具,酒店内设胡同庭院套房/别墅，传统建筑感与五星服务兼具,,需明确预订的是胡同庭院房型而非普通客房,酒店内设胡同庭院套房/别墅，传统建筑感与五星服务兼具,需明确预订的是胡同庭院房型而非普通客房,,,,,,,[],金鱼胡同5-15号,,,需明确预订的是胡同庭院房型而非普通客房,需明确预订的是胡同庭院房型而非普通客房,active
recvrX4zO2f8vt,recvrX4zO2f8vt,recvrX4zO2f8vt,颐和安缦 Aman Summer Palace,,住宿,北京,海淀区,,,,间/晚,皇家园林语境下的中式高端住宿;可将古都探索;园林和养生打包,距核心胡同线路较远;适合独立一日或两日产品,皇家园林语境下的中式高端住宿，可将古都探索、园林和养生打包,皇家园林语境下的中式高端住宿，可将古都探索、园林和养生打包,,距核心胡同线路较远，适合独立一日或两日产品,皇家园林语境下的中式高端住宿，可将古都探索、园林和养生打包,距核心胡同线路较远;适合独立一日或两日产品,,,,,,,[],颐和园宫门前街1号,,,距核心胡同线路较远;适合独立一日或两日产品,距核心胡同线路较远，适合独立一日或两日产品,active
recvrX4zO4keqj,recvrX4zO4keqj,recvrX4zO4keqj,东四胡同博物馆＋东四胡同,,体验,北京,东城区,,0.0,80.0,人均,四合院;老物件与胡同社区生活;规模不大但很适合做“北京人的家门口”叙事,开放安排出行前复核;可与曲廊院步行;短车串联,四合院、老物件与胡同社区生活，规模不大但很适合做“北京人的家门口”叙事,四合院、老物件与胡同社区生活，规模不大但很适合做“北京人的家门口”叙事,,开放安排出行前复核；可与曲廊院步行/短车串联,四合院、老物件与胡同社区生活，规模不大但很适合做“北京人的家门口”叙事,开放安排出行前复核;可与曲廊院步行;短车串联,,,,,,,[],东四四条77号及周边胡同,,,开放安排出行前复核;可与曲廊院步行;短车串联,开放安排出行前复核；可与曲廊院步行/短车串联,active
recvrX4zO6LWEZ,recvrX4zO6LWEZ,recvrX4zO6LWEZ,北京前门文华东方酒店,,住宿,北京,东城区,,,,院落/晚,42座独立胡同院落;把高端住宿;茶;餐饮和胡同生活结合;适合作为VIP产品核心锚点,高峰期提前锁房;可询酒店礼宾定制院落体验,42座独立胡同院落，把高端住宿、茶、餐饮和胡同生活结合，适合作为VIP产品核心锚点,42座独立胡同院落，把高端住宿、茶、餐饮和胡同生活结合，适合作为VIP产品核心锚点,,高峰期提前锁房；可询酒店礼宾定制院落体验,42座独立胡同院落，把高端住宿、茶、餐饮和胡同生活结合，适合作为VIP产品核心锚点,高峰期提前锁房;可询酒店礼宾定制院落体验,,,,,,,[],草厂十条1号（No.1 Caochang Alley 10）,,,高峰期提前锁房;可询酒店礼宾定制院落体验,高峰期提前锁房；可询酒店礼宾定制院落体验,active
recvrX4zO6JrK8,recvrX4zO6JrK8,recvrX4zO6JrK8,和风景里四合院酒店·后海积水潭店,,住宿,北京,西城区,,900.0,1600.0,间/晚,新中式四合院与现代客房结合;可串联什刹海;鼓楼,核验车辆进出;电梯及无障碍条件,新中式四合院与现代客房结合，可串联什刹海、鼓楼,新中式四合院与现代客房结合，可串联什刹海、鼓楼,,核验车辆进出、电梯及无障碍条件,新中式四合院与现代客房结合，可串联什刹海、鼓楼,核验车辆进出;电梯及无障碍条件,,,,,,,[],后海/积水潭片区（具体门牌出行前核验）,,,核验车辆进出;电梯及无障碍条件,核验车辆进出、电梯及无障碍条件,active
recvrX4zO7v31M,recvrX4zO7v31M,recvrX4zO7v31M,北京和院·致心四合院,,住宿,北京,东城区,,1500.0,2500.0,间/晚,院落;茶空间与文化氛围完整;适合文化取向客人,房型与文化体验需提前询问,院落、茶空间与文化氛围完整，适合文化取向客人,院落、茶空间与文化氛围完整，适合文化取向客人,,房型与文化体验需提前询问,院落、茶空间与文化氛围完整，适合文化取向客人,房型与文化体验需提前询问,,,,,,,[],东城区灯草胡同5号,,,房型与文化体验需提前询问,房型与文化体验需提前询问,active
recvrX4ynnUrOj,recvrX4ynnUrOj,recvrX4ynnUrOj,正乙祠戏楼,,娱乐,北京,西城区,,280.0,880.0,人均,传统木结构戏楼与戏曲演出;本身就是重要空间体验,完全依赖演出排期;建议给客人准备简短英文剧情背景,传统木结构戏楼与戏曲演出，本身就是重要空间体验,传统木结构戏楼与戏曲演出，本身就是重要空间体验,,完全依赖演出排期；建议给客人准备简短英文剧情背景,传统木结构戏楼与戏曲演出，本身就是重要空间体验,完全依赖演出排期;建议给客人准备简短英文剧情背景,,,,,,,[],前门西河沿街220号,,,完全依赖演出排期;建议给客人准备简短英文剧情背景,完全依赖演出排期；建议给客人准备简短英文剧情背景,active
recvrX4zcYKzrj,recvrX4zcYKzrj,recvrX4zcYKzrj,老舍茶馆,,娱乐,北京,西城区,,76.0,551.0,人均（按节目）,茶;北京小吃与曲艺演出组合;适合低体力的中国式夜生活体验,需确认当天节目;座位等级及是否有英文简介,茶、北京小吃与曲艺演出组合，适合低体力的中国式夜生活体验,茶、北京小吃与曲艺演出组合，适合低体力的中国式夜生活体验,,需确认当天节目、座位等级及是否有英文简介,茶、北京小吃与曲艺演出组合，适合低体力的中国式夜生活体验,需确认当天节目;座位等级及是否有英文简介,,,,,,,[],前门西大街/正阳门片区（门牌出行前核验）,,,需确认当天节目;座位等级及是否有英文简介,需确认当天节目、座位等级及是否有英文简介,active
recvrX4ynkMbZe,recvrX4ynkMbZe,recvrX4ynkMbZe,方砖厂69号炸酱面（方砖厂胡同）,,餐饮,北京,东城区,,28.0,50.0,人均,只做炸酱面的胡同小店;最适合“eat like a local”反差式体验,店小;可能排队;拼桌;VIP客户要先沟通“本地小店”预期,只做炸酱面的胡同小店，最适合“eat like a local”反差式体验,只做炸酱面的胡同小店，最适合“eat like a local”反差式体验,,店小、可能排队/拼桌；VIP客户要先沟通“本地小店”预期,只做炸酱面的胡同小店，最适合“eat like a local”反差式体验,店小;可能排队;拼桌;VIP客户要先沟通“本地小店”预期,,,,,,,[],方砖厂胡同1号,,,店小;可能排队;拼桌;VIP客户要先沟通“本地小店”预期,店小、可能排队/拼桌；VIP客户要先沟通“本地小店”预期,active
recvrX4ynoioaZ,recvrX4ynoioaZ,recvrX4ynoioaZ,曲廊院,,餐饮,北京,东城区,,500.0,1000.0,人均（套餐/公开人均）,传统四合院与现代设计融合;以本地时令食材做创新中餐;文化感和审美感兼具,提前预约并询问套餐;酒水;适合小团和商务客,传统四合院与现代设计融合，以本地时令食材做创新中餐，文化感和审美感兼具,传统四合院与现代设计融合，以本地时令食材做创新中餐，文化感和审美感兼具,,提前预约并询问套餐/酒水；适合小团和商务客,传统四合院与现代设计融合，以本地时令食材做创新中餐，文化感和审美感兼具,提前预约并询问套餐;酒水;适合小团和商务客,,,,,,,[],东四十一条25号,,,提前预约并询问套餐;酒水;适合小团和商务客,提前预约并询问套餐/酒水；适合小团和商务客,active
recvrX4zcW9WBm,recvrX4zcW9WBm,recvrX4zcW9WBm,牛街生活圈,,餐饮,北京,西城区,,50.0,150.0,人均,清真熟食;糕点;牛羊肉和真实社区生活;生活气浓,人流密集时体验下降;注意清真文化礼仪,清真熟食、糕点、牛羊肉和真实社区生活，生活气浓,清真熟食、糕点、牛羊肉和真实社区生活，生活气浓,,人流密集时体验下降；注意清真文化礼仪,清真熟食、糕点、牛羊肉和真实社区生活，生活气浓,人流密集时体验下降;注意清真文化礼仪,,,,,,,[],牛街/输入胡同周边,,,人流密集时体验下降;注意清真文化礼仪,人流密集时体验下降；注意清真文化礼仪,active
recvrX4zd4tRJQ,recvrX4zd4tRJQ,recvrX4zd4tRJQ,TRB Hutong,,餐饮,北京,东城区,,1000.0,1500.0,人均（公开人均+酒水另计）,历史寺院院落里的高端当代法餐;虽非中餐;但空间极具北京古建反差感;对国际客友好,用于“中式空间+国际餐饮”客群;不宜替代核心中餐体验,历史寺院院落里的高端当代法餐；虽非中餐，但空间极具北京古建反差感，对国际客友好,历史寺院院落里的高端当代法餐；虽非中餐，但空间极具北京古建反差感，对国际客友好,,用于“中式空间+国际餐饮”客群，不宜替代核心中餐体验,历史寺院院落里的高端当代法餐；虽非中餐，但空间极具北京古建反差感，对国际客友好,用于“中式空间+国际餐饮”客群;不宜替代核心中餐体验,,,,,,,[],沙滩北街23号,,,用于“中式空间+国际餐饮”客群;不宜替代核心中餐体验,用于“中式空间+国际餐饮”客群，不宜替代核心中餐体验,active
recvrX4zO3urjk,recvrX4zO3urjk,recvrX4zO3urjk,九城居·宫廷菜·烤鸭炸酱面,,餐饮,北京,西城区,,130.0,220.0,人均,藏在白塔寺胡同里的京味餐厅;可与白塔寺;正阳书局组成完整“京城生活”线路,建议安排包间;安静座位;菜单及营业状态出发前复核,藏在白塔寺胡同里的京味餐厅，可与白塔寺、正阳书局组成完整“京城生活”线路,藏在白塔寺胡同里的京味餐厅，可与白塔寺、正阳书局组成完整“京城生活”线路,,建议安排包间/安静座位；菜单及营业状态出发前复核,藏在白塔寺胡同里的京味餐厅，可与白塔寺、正阳书局组成完整“京城生活”线路,建议安排包间;安静座位;菜单及营业状态出发前复核,,,,,,,[],宫门口东岔59号,,,建议安排包间;安静座位;菜单及营业状态出发前复核,建议安排包间/安静座位；菜单及营业状态出发前复核,active
recvrX4zO3K2ut,recvrX4zO3K2ut,recvrX4zO3K2ut,砂锅居,,餐饮,北京,西城区,,70.0,120.0,人均,老字号北京菜与砂锅体系;适合在西四片区安排一顿不网红;偏本地的正餐,高峰时段可能排队;可预先筛选更适合外国客人的菜品,老字号北京菜与砂锅体系，适合在西四片区安排一顿不网红、偏本地的正餐,老字号北京菜与砂锅体系，适合在西四片区安排一顿不网红、偏本地的正餐,,高峰时段可能排队；可预先筛选更适合外国客人的菜品,老字号北京菜与砂锅体系，适合在西四片区安排一顿不网红、偏本地的正餐,高峰时段可能排队;可预先筛选更适合外国客人的菜品,,,,,,,[],西四南大街60号,,,高峰时段可能排队;可预先筛选更适合外国客人的菜品,高峰时段可能排队；可预先筛选更适合外国客人的菜品,active
recvrX4zO50mxM,recvrX4zO50mxM,recvrX4zO50mxM,京兆尹 King's Joy,,餐饮,北京,东城区,,1000.0,1500.0,人均（公开人均+套餐预留）,四合院禅意空间;精致素食和时令食材;适合高净值客人体验现代中式生活方式,强烈建议预约;纯素;过敏原等可提前沟通,四合院禅意空间、精致素食和时令食材，适合高净值客人体验现代中式生活方式,四合院禅意空间、精致素食和时令食材，适合高净值客人体验现代中式生活方式,,强烈建议预约；纯素、过敏原等可提前沟通,四合院禅意空间、精致素食和时令食材，适合高净值客人体验现代中式生活方式,强烈建议预约;纯素;过敏原等可提前沟通,,,,,,,[],五道营胡同2号,,,强烈建议预约;纯素;过敏原等可提前沟通,强烈建议预约；纯素、过敏原等可提前沟通,active
recvrX5biGnIim,recvrX5biGnIim,recvrX5biGnIim,,,,,,,,,CNY,,,,,,,,,,,,,,,[],,,,,,active
recvrX5c0bx2tR,recvrX5c0bx2tR,recvrX5c0bx2tR,潭门排港村,,,,,,,,CNY,,,,,,,,,,,,,,,[],,,,,,active
recvrX5cCOLTNO,recvrX5cCOLTNO,recvrX5cCOLTNO,潭门排港村,,,琼海,,,,,CNY,,,,,,,,,,,,,,,[],琼海,,,,,active
recvrX5kvF7fp3,recvrX5kvF7fp3,recvrX5kvF7fp3,,,,,,,,,CNY,,,,,,,,,,,,,,,[],,,,,,active
recvrX5l5FSyxy,recvrX5l5FSyxy,recvrX5l5FSyxy,博鳌招商馨乐庭乐城公寓酒店,,,,,,,,CNY,,,,,,,,,,,,,,,[],,,,,,active
recvrX5lttmmnY,recvrX5lttmmnY,recvrX5lttmmnY,博鳌招商馨乐庭乐城公寓酒店,,,琼海,,,,,CNY,,,,,,,,,,,,,,,[],琼海,,,,,active
recvrX5mXWdDsx,recvrX5mXWdDsx,recvrX5mXWdDsx,博鳌招商馨乐庭乐城公寓酒店,,,琼海,,,500.0,500.0,CNY,,,,,,,,,,,,,,,[],琼海,,,,,active
recvrX5ulupuIW,recvrX5ulupuIW,recvrX5ulupuIW,,,,,,,,,CNY,,,,,,,,,,,,,,,[],,,,,,active
recvrX5uK6XFzr,recvrX5uK6XFzr,recvrX5uK6XFzr,琼海官塘假日度假酒店,,,,,,,,CNY,,,,,,,,,,,,,,,[],,,,,,active
recvrX5vkvdt1i,recvrX5vkvdt1i,recvrX5vkvdt1i,琼海官塘假日度假酒店,,,琼海,,,,,CNY,,,,,,,,,,,,,,,[],琼海,,,,,active
recvrX5wmIzd1v,recvrX5wmIzd1v,recvrX5wmIzd1v,琼海官塘假日度假酒店,,,琼海,,,800.0,800.0,CNY,,,,,,,,,,,,,,,[],琼海,,,,,active
recvrX5ykdqa80,recvrX5ykdqa80,recvrX5ykdqa80,,,,,,,,,CNY,,,,,,,,,,,,,,,[],,,,,,active
recvrX5yMS47G2,recvrX5yMS47G2,recvrX5yMS47G2,博鳌亚洲论坛东屿岛大酒店,,,,,,,,CNY,,,,,,,,,,,,,,,[],,,,,,active
recvrX5zfvdACI,recvrX5zfvdACI,recvrX5zfvdACI,博鳌亚洲论坛东屿岛大酒店,,,陵水,,,,,CNY,,,,,,,,,,,,,,,[],陵水,,,,,active
recvrX5zDYU7Ty,recvrX5zDYU7Ty,recvrX5zDYU7Ty,博鳌亚洲论坛东屿岛大酒店,,,琼海,,,,,CNY,,,,,,,,,,,,,,,[],琼海,,,,,active
recvrX5AOg0r0N,recvrX5AOg0r0N,recvrX5AOg0r0N,博鳌亚洲论坛东屿岛大酒店,,,琼海,,,1000.0,1000.0,CNY,,,,,,,,,,,,,,,[],琼海,,,,,active
recvrX5LqpuSMs,recvrX5LqpuSMs,recvrX5LqpuSMs,,,,,,,,,CNY,,,,,,,,,,,,,,,[],,,,,,active
recvrX5ZmP5njJ,recvrX5ZmP5njJ,recvrX5ZmP5njJ,潘家园旧货市场,,购物,北京,朝阳区,,0.0,500.0,人均（不含大件）,,步行和人流较多;不建议术后早期;贵重物品购物另做风险提示。,,,,步行和人流较多，不建议术后早期；贵重物品购物另做风险提示。,,步行和人流较多;不建议术后早期;贵重物品购物另做风险提示。,,,,,,,[],华威里18号一带（潘家园旧货市场）,,,步行和人流较多;不建议术后早期;贵重物品购物另做风险提示。,步行和人流较多，不建议术后早期；贵重物品购物另做风险提示。,active
recvrX65iiYLBI,recvrX65iiYLBI,recvrX65iiYLBI,琉璃厂文化街＋荣宝斋,,购物,北京,西城区,,0.0,500.0,人均（购物另计）,,控制步行与停留时长;人多时不适合术后早期或免疫力较弱客户。,,,,控制步行与停留时长；人多时不适合术后早期或免疫力较弱客户。,,控制步行与停留时长;人多时不适合术后早期或免疫力较弱客户。,,,,,,,[],琉璃厂西街/东街,,,控制步行与停留时长;人多时不适合术后早期或免疫力较弱客户。,控制步行与停留时长；人多时不适合术后早期或免疫力较弱客户。,active
recvrX5YRwEQ9h,recvrX5YRwEQ9h,recvrX5YRwEQ9h,报国寺古旧书市,,购物,北京,西城区,,0.0,300.0,人均,,控制步行与停留时长;人多时不适合术后早期或免疫力较弱客户。,,,,控制步行与停留时长；人多时不适合术后早期或免疫力较弱客户。,,控制步行与停留时长;人多时不适合术后早期或免疫力较弱客户。,,,,,,,[],报国寺文化园片区,,,控制步行与停留时长;人多时不适合术后早期或免疫力较弱客户。,控制步行与停留时长；人多时不适合术后早期或免疫力较弱客户。,active
recvrX5Ypjh3N3,recvrX5Ypjh3N3,recvrX5Ypjh3N3,尹三豆汁（兆军盛菜市场入口）,,餐饮,北京,东城区,,15.0,40.0,人均,,发酵饮品和油炸搭配不适合所有康养客户;把它定位为“味觉文化小样”;不做健康食品宣传。,,,,发酵饮品和油炸搭配不适合所有康养客户；把它定位为“味觉文化小样”，不做健康食品宣传。,,发酵饮品和油炸搭配不适合所有康养客户;把它定位为“味觉文化小样”;不做健康食品宣传。,,,,,,,[],大佛寺东街兆军盛菜市场入口,,,发酵饮品和油炸搭配不适合所有康养客户;把它定位为“味觉文化小样”;不做健康食品宣传。,发酵饮品和油炸搭配不适合所有康养客户；把它定位为“味觉文化小样”，不做健康食品宣传。,active
recvrX5ZmQ7G0I,recvrX5ZmQ7G0I,recvrX5ZmQ7G0I,东四胡同博物馆＋东四胡同,,体验,北京,东城区,,0.0,80.0,人均,,以慢行;坐休;轻互动为主;根据天气和客户体力缩短线路。,,,,以慢行、坐休、轻互动为主；根据天气和客户体力缩短线路。,,以慢行;坐休;轻互动为主;根据天气和客户体力缩短线路。,,,,,,,[],东四四条77号及周边胡同,,,以慢行;坐休;轻互动为主;根据天气和客户体力缩短线路。,以慢行、坐休、轻互动为主；根据天气和客户体力缩短线路。,active
recvrX5YpcAME9,recvrX5YpcAME9,recvrX5YpcAME9,天坛公园晨间生活体验,,体验,北京,东城区,,15.0,60.0,人均,,低消费;可随时缩短;夏季避开正午;优先早晚;保留坐休点。,,,,低消费、可随时缩短；夏季避开正午，优先早晚，保留坐休点。,,低消费;可随时缩短;夏季避开正午;优先早晚;保留坐休点。,,,,,,,[],天坛公园（优先居民晨练活跃区域）,,,低消费;可随时缩短;夏季避开正午;优先早晚;保留坐休点。,低消费、可随时缩短；夏季避开正午，优先早晚，保留坐休点。,active
recvrX5YpdjqlE,recvrX5YpdjqlE,recvrX5YpdjqlE,兆军盛菜市场,,体验,北京,东城区,,0.0,80.0,人均,,非常适合作为“真正北京人的一天”开场;不以购买生鲜为目标;可做时令水果;主食小额体验。,,,,非常适合作为“真正北京人的一天”开场；不以购买生鲜为目标，可做时令水果/主食小额体验。,,非常适合作为“真正北京人的一天”开场;不以购买生鲜为目标;可做时令水果;主食小额体验。,,,,,,,[],大佛寺东街25号,,,非常适合作为“真正北京人的一天”开场;不以购买生鲜为目标;可做时令水果;主食小额体验。,非常适合作为“真正北京人的一天”开场；不以购买生鲜为目标，可做时令水果/主食小额体验。,active
recvrX5Ype3rDv,recvrX5Ype3rDv,recvrX5Ype3rDv,景泰蓝艺术博物馆＋北京市珐琅厂体验,,体验,北京,东城区,,0.0,300.0,人均（体验另计）,,适合坐式手作;若有气味;材料敏感需提前询问工坊环境。,,,,适合坐式手作；若有气味/材料敏感需提前询问工坊环境。,,适合坐式手作;若有气味;材料敏感需提前询问工坊环境。,,,,,,,[],永外安乐林路10号,,,适合坐式手作;若有气味;材料敏感需提前询问工坊环境。,适合坐式手作；若有气味/材料敏感需提前询问工坊环境。,active
recvrX5YpfVkFZ,recvrX5YpfVkFZ,recvrX5YpfVkFZ,智化寺（北京文博交流馆）＋京音乐,,体验,北京,东城区,,20.0,100.0,人均（方案参考）,,以室内或低强度文化体验为主;适合康养行程中穿插;注意开放日和预约。,,,,以室内或低强度文化体验为主，适合康养行程中穿插；注意开放日和预约。,,以室内或低强度文化体验为主;适合康养行程中穿插;注意开放日和预约。,,,,,,,[],禄米仓胡同5号,,,以室内或低强度文化体验为主;适合康养行程中穿插;注意开放日和预约。,以室内或低强度文化体验为主，适合康养行程中穿插；注意开放日和预约。,active
recvrX5YpgG46T,recvrX5YpgG46T,recvrX5YpgG46T,我在地坛书店＋地坛公园慢行,,体验,北京,东城区,,10.0,80.0,人均,,可把“坐在树下读一会儿”设计成正式体验节点;避免把康养客人的休息当作行程空档。,,,,可把“坐在树下读一会儿”设计成正式体验节点，避免把康养客人的休息当作行程空档。,,可把“坐在树下读一会儿”设计成正式体验节点;避免把康养客人的休息当作行程空档。,,,,,,,[],地坛公园北门入园约200米、北天门附近,,,可把“坐在树下读一会儿”设计成正式体验节点;避免把康养客人的休息当作行程空档。,可把“坐在树下读一会儿”设计成正式体验节点，避免把康养客人的休息当作行程空档。,active
recvrX5YpgV03K,recvrX5YpgV03K,recvrX5YpgV03K,北京非遗体验中心,,体验,北京,东城区,,0.0,300.0,人均（按活动）,,以室内或低强度文化体验为主;适合康养行程中穿插;注意开放日和预约。,,,,以室内或低强度文化体验为主，适合康养行程中穿插；注意开放日和预约。,,以室内或低强度文化体验为主;适合康养行程中穿插;注意开放日和预约。,,,,,,,[],沙井胡同15号,,,以室内或低强度文化体验为主;适合康养行程中穿插;注意开放日和预约。,以室内或低强度文化体验为主，适合康养行程中穿插；注意开放日和预约。,active
recvrX5Yph9wpb,recvrX5Yph9wpb,recvrX5Yph9wpb,杨梅竹斜街,,体验,北京,西城区,,0.0,150.0,人均,,以慢行;坐休;轻互动为主;根据天气和客户体力缩短线路。,,,,以慢行、坐休、轻互动为主；根据天气和客户体力缩短线路。,,以慢行;坐休;轻互动为主;根据天气和客户体力缩短线路。,,,,,,,[],大栅栏片区，煤市街至延寿街,,,以慢行;坐休;轻互动为主;根据天气和客户体力缩短线路。,以慢行、坐休、轻互动为主；根据天气和客户体力缩短线路。,active
recvrX5Ypi4iHv,recvrX5Ypi4iHv,recvrX5Ypi4iHv,同仁堂知嘛健康零号店,,体验,北京,大兴区,,,,CNY,,,,,,,,,,,,,,,[],北京,,,,,active
recvrX5YpiIWIw,recvrX5YpiIWIw,recvrX5YpiIWIw,隆福寺文化街区＋中国书店（隆福寺店）,,体验,北京,东城区,,0.0,150.0,人均,,室内外可灵活切换;有座位和咖啡休息点;适合体力波动的客人。,,,,室内外可灵活切换，有座位和咖啡休息点，适合体力波动的客人。,,室内外可灵活切换;有座位和咖啡休息点;适合体力波动的客人。,,,,,,,[],隆福寺街区；中国书店位于隆福寺地区东院西北角,,,室内外可灵活切换;有座位和咖啡休息点;适合体力波动的客人。,室内外可灵活切换，有座位和咖啡休息点，适合体力波动的客人。,active
recvrX5YRqpyo1,recvrX5YRqpyo1,recvrX5YRqpyo1,南池子美术馆,,体验,北京,东城区,,,,人均,,以室内或低强度文化体验为主;适合康养行程中穿插;注意开放日和预约。,,,,以室内或低强度文化体验为主，适合康养行程中穿插；注意开放日和预约。,,以室内或低强度文化体验为主;适合康养行程中穿插;注意开放日和预约。,,,,,,,[],普渡寺西巷21号,,,以室内或低强度文化体验为主;适合康养行程中穿插;注意开放日和预约。,以室内或低强度文化体验为主，适合康养行程中穿插；注意开放日和预约。,active
recvrX5YRr5Z82,recvrX5YRr5Z82,recvrX5YRr5Z82,白塔寺宫门口东西岔街区,,体验,北京,西城区,,20.0,120.0,人均,,低消费;可随时缩短;夏季避开正午;优先早晚;保留坐休点。,,,,低消费、可随时缩短；夏季避开正午，优先早晚，保留坐休点。,,低消费;可随时缩短;夏季避开正午;优先早晚;保留坐休点。,,,,,,,[],妙应寺/宫门口东岔、西岔一带,,,低消费;可随时缩短;夏季避开正午;优先早晚;保留坐休点。,低消费、可随时缩短；夏季避开正午，优先早晚，保留坐休点。,active
